"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.79336,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.96515,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2012-12",100.049,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.2523,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.5593,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-03",100.6432,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.3659,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.0399,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.0141,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1928,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.5227,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.8139,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-10",100.8715,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-11",100.7803,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2013-12",100.502,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-01",100.1963,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.92352,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.71908,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.52084,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.25816,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.16544,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.23786,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.32412,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.28453,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.25063,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.20364,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.12363,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.26712,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.55537,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.66147,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.64429,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.61183,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.39259,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.25961,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.34289,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.41644,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.62199,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-11",99.81911,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2015-12",99.84063,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-01",99.75671,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-02",99.73803,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-03",99.67858,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-04",99.67549,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-05",99.8579,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-06",99.92894,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-07",99.90555,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-08",99.93212,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-09",99.9581,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-10",99.94196,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-11",99.8252,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2016-12",99.66382,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-01",99.62971,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-02",99.71102,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-03",99.74622,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-04",99.68861,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-05",99.57115,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-06",99.4488,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-07",99.40064,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-08",99.42177,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-09",99.58667,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-10",99.79758,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-11",99.96534,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2017-12",100.1444,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-01",100.2497,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-02",100.2236,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.1607,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.104,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-05",100.1074,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-06",100.1772,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-07",100.2687,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-08",100.2164,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.1035,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.0838,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.1486,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.1467,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.0651,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.031,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-03",99.93246,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-04",99.9135,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-05",99.89623,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-06",99.83044,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-07",99.71083,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-08",99.64278,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-09",99.50088,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-10",99.34283,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-11",99.32076,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2019-12",99.26292,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-01",99.15688,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-02",98.97675,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-03",98.55875,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-04",98.12707,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-05",98.25088,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-06",98.43154,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-07",98.36215,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.43846,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-09",99.13668,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-10",100.0149,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-11",100.6289,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2020-12",100.9215,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-01",100.955,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-02",101.0792,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-03",101.3214,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-04",101.4936,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-05",101.295,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-06",100.9477,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-07",100.7029,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-08",100.497,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-09",100.427,
"AUS","CCI","AMPLITUD","LTRENDIDX","M","2021-10",100.3796,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.4248,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.4633,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.4336,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.4253,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.4086,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.3521,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.3215,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.2421,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.0948,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.9842,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.8446,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.6201,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.3999,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.2333,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.1458,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",101.0852,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",101.03,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.9702,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.8467,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.6171,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.3234,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",100.1684,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.2188,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.4101,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.5903,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.7487,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.8979,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.959,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.9586,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.8354,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.6616,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.5032,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.3498,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",100.161,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-11",100.0223,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.84859,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.60838,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.41413,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.40567,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.67607,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.97015,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.1481,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.221,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.2234,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.2435,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.3232,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-11",100.4714,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-12",100.627,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-01",100.7834,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-02",100.7746,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-03",100.7321,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-04",100.6874,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-05",100.6535,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-06",100.6972,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-07",100.7638,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-08",100.7798,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-09",100.7633,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-10",100.7729,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-11",100.8408,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2004-12",100.9485,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-01",101.0267,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-02",101.0038,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-03",100.8618,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-04",100.7018,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-05",100.6308,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-06",100.663,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-07",100.6108,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-08",100.3787,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-09",100.097,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-10",100.0682,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-11",100.3197,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2005-12",100.67,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-01",100.9099,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-02",100.9646,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-03",100.9321,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-04",100.825,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-05",100.6417,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-06",100.5417,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-07",100.5124,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-08",100.543,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-09",100.6973,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-10",100.923,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-11",101.0485,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2006-12",101.0973,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-01",101.0956,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-02",101.0271,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-03",100.9531,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-04",100.9427,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-05",100.9754,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-06",100.9599,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-07",100.9191,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.7598,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.5477,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.2849,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-11",99.97887,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2007-12",99.72439,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.45979,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.09853,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-03",98.67439,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.15919,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.66104,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-06",97.28075,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.16193,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.24404,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.24323,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.93646,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.65417,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.48076,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.38885,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.37762,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.60758,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.09332,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.59582,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.99426,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.25549,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.49213,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.74883,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.88812,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.95999,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.06748,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.18587,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.23367,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.23921,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.20913,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.15497,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.10506,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.0305,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.01588,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-09",99.02161,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-10",99.0739,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-11",99.18259,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.2468,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.23291,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.13105,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.8773,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.71139,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.68983,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.58788,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.29769,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-08",97.94332,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-09",97.78619,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.79905,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.95448,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.17823,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-01",98.4341,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-02",98.62047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-03",98.70595,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.70206,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.66108,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.54766,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.46529,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.43887,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.46842,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.532,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.5452,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.50445,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.59229,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.72899,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.85406,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.97307,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.14366,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.28896,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.39881,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.41126,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.35522,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.28751,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.32986,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.44159,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-01",99.51428,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.57499,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.68016,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.80853,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.87448,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.88467,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.84837,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.83309,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.8579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.93118,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-11",100.0536,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.2548,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.4548,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.5703,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.6133,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.6086,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.5446,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.497,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.3838,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.2946,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.2739,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-10",100.4047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.5655,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.6187,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.5292,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.3863,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.2967,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.2956,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.3609,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.3557,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.2766,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.2675,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.3123,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.3579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.4372,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.4936,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.4752,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.4888,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.5844,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.7002,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-05",100.7919,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-06",100.8351,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-07",100.8854,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-08",100.9659,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.0519,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.1496,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.1774,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.1672,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.1671,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.1921,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-03",101.2027,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.1862,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.1878,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.2143,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.2477,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.1959,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.1067,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.9886,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.8588,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.7622,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.7234,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.8007,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.8883,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-04",100.9001,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-05",100.8673,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-06",100.7692,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.6336,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.471,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.4471,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.5201,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.6698,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.783,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.7136,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2081,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.09798,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-04",97.88687,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-05",97.46893,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-06",97.63596,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-07",97.89634,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-08",98.15057,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2020-09",98.37381,
