geoName,redfin,year
Nevada,0,2008-10-31
New Hampshire,0,2008-10-31
New Jersey,6,2008-10-31
New Mexico,0,2008-10-31
New York,2,2008-10-31
North Carolina,0,2008-10-31
North Dakota,0,2008-10-31
Ohio,0,2008-10-31
Oklahoma,0,2008-10-31
Oregon,32,2008-10-31
Pennsylvania,0,2008-10-31
Rhode Island,51,2008-10-31
South Carolina,0,2008-10-31
South Dakota,0,2008-10-31
Tennessee,0,2008-10-31
Texas,11,2008-10-31
Utah,0,2008-10-31
Vermont,0,2008-10-31
Virginia,3,2008-10-31
Washington,100,2008-10-31
West Virginia,0,2008-10-31
Wisconsin,0,2008-10-31
Wyoming,0,2008-10-31
Alabama,0,2008-11-30
Alaska,0,2008-11-30
Arizona,0,2008-11-30
Arkansas,0,2008-11-30
California,86,2008-11-30
Colorado,11,2008-11-30
Connecticut,38,2008-11-30
Delaware,0,2008-11-30
District of Columbia,25,2008-11-30
Florida,0,2008-11-30
Georgia,14,2008-11-30
Hawaii,0,2008-11-30
Idaho,0,2008-11-30
Illinois,7,2008-11-30
Indiana,0,2008-11-30
Iowa,0,2008-11-30
Kansas,32,2008-11-30
Kentucky,0,2008-11-30
Louisiana,0,2008-11-30
Maine,0,2008-11-30
Maryland,89,2008-11-30
Massachusetts,40,2008-11-30
Michigan,0,2008-11-30
Minnesota,0,2008-11-30
Mississippi,0,2008-11-30
Missouri,0,2008-11-30
Montana,0,2008-11-30
Nebraska,0,2008-11-30
Nevada,0,2008-11-30
New Hampshire,0,2008-11-30
New Jersey,0,2008-11-30
New Mexico,0,2008-11-30
New York,0,2008-11-30
North Carolina,0,2008-11-30
North Dakota,0,2008-11-30
Ohio,0,2008-11-30
Oklahoma,0,2008-11-30
Oregon,0,2008-11-30
Pennsylvania,0,2008-11-30
Rhode Island,0,2008-11-30
South Carolina,0,2008-11-30
South Dakota,0,2008-11-30
Tennessee,20,2008-11-30
Texas,3,2008-11-30
Utah,0,2008-11-30
Vermont,0,2008-11-30
Virginia,12,2008-11-30
Washington,100,2008-11-30
West Virginia,0,2008-11-30
Wisconsin,0,2008-11-30
Wyoming,0,2008-11-30
Alabama,0,2008-12-31
Alaska,0,2008-12-31
Arizona,12,2008-12-31
Arkansas,0,2008-12-31
California,82,2008-12-31
Colorado,0,2008-12-31
Connecticut,0,2008-12-31
Delaware,0,2008-12-31
District of Columbia,35,2008-12-31
Florida,0,2008-12-31
Georgia,0,2008-12-31
Hawaii,0,2008-12-31
Idaho,0,2008-12-31
Illinois,41,2008-12-31
Indiana,0,2008-12-31
Iowa,38,2008-12-31
Kansas,0,2008-12-31
Kentucky,0,2008-12-31
Louisiana,0,2008-12-31
Maine,0,2008-12-31
Maryland,27,2008-12-31
Massachusetts,22,2008-12-31
Michigan,0,2008-12-31
Minnesota,0,2008-12-31
Mississippi,0,2008-12-31
Missouri,0,2008-12-31
Montana,0,2008-12-31
Nebraska,0,2008-12-31
Nevada,32,2008-12-31
New Hampshire,0,2008-12-31
New Jersey,12,2008-12-31
New Mexico,0,2008-12-31
New York,3,2008-12-31
North Carolina,0,2008-12-31
North Dakota,0,2008-12-31
Ohio,0,2008-12-31
Oklahoma,0,2008-12-31
Oregon,0,2008-12-31
Pennsylvania,6,2008-12-31
Rhode Island,0,2008-12-31
South Carolina,28,2008-12-31
South Dakota,0,2008-12-31
Tennessee,0,2008-12-31
Texas,6,2008-12-31
Utah,0,2008-12-31
Vermont,0,2008-12-31
Virginia,14,2008-12-31
Washington,100,2008-12-31
West Virginia,0,2008-12-31
Wisconsin,0,2008-12-31
Wyoming,0,2008-12-31
Alabama,0,2009-01-31
Alaska,0,2009-01-31
Arizona,0,2009-01-31
Arkansas,0,2009-01-31
California,77,2009-01-31
Colorado,0,2009-01-31
Connecticut,14,2009-01-31
Delaware,0,2009-01-31
District of Columbia,88,2009-01-31
Florida,7,2009-01-31
Georgia,5,2009-01-31
Hawaii,0,2009-01-31
Idaho,0,2009-01-31
Illinois,34,2009-01-31
Indiana,0,2009-01-31
Iowa,0,2009-01-31
Kansas,25,2009-01-31
Kentucky,0,2009-01-31
Louisiana,0,2009-01-31
Maine,0,2009-01-31
Maryland,45,2009-01-31
Massachusetts,12,2009-01-31
Michigan,16,2009-01-31
Minnesota,10,2009-01-31
Mississippi,0,2009-01-31
Missouri,9,2009-01-31
Montana,0,2009-01-31
Nebraska,0,2009-01-31
Nevada,0,2009-01-31
New Hampshire,46,2009-01-31
New Jersey,10,2009-01-31
New Mexico,0,2009-01-31
New York,5,2009-01-31
North Carolina,0,2009-01-31
North Dakota,0,2009-01-31
Ohio,0,2009-01-31
Oklahoma,24,2009-01-31
Oregon,0,2009-01-31
Pennsylvania,10,2009-01-31
Rhode Island,0,2009-01-31
South Carolina,0,2009-01-31
South Dakota,0,2009-01-31
Tennessee,0,2009-01-31
Texas,5,2009-01-31
Utah,0,2009-01-31
Vermont,0,2009-01-31
Virginia,8,2009-01-31
Washington,100,2009-01-31
West Virginia,0,2009-01-31
Wisconsin,11,2009-01-31
Wyoming,0,2009-01-31
Alabama,21,2009-02-28
Alaska,0,2009-02-28
Arizona,8,2009-02-28
Arkansas,0,2009-02-28
California,76,2009-02-28
Colorado,0,2009-02-28
Connecticut,0,2009-02-28
Delaware,0,2009-02-28
District of Columbia,51,2009-02-28
Florida,3,2009-02-28
Georgia,5,2009-02-28
Hawaii,0,2009-02-28
Idaho,0,2009-02-28
Illinois,17,2009-02-28
Indiana,0,2009-02-28
Iowa,0,2009-02-28
Kansas,22,2009-02-28
Kentucky,0,2009-02-28
Louisiana,0,2009-02-28
Maine,39,2009-02-28
Maryland,50,2009-02-28
Massachusetts,21,2009-02-28
Michigan,7,2009-02-28
Minnesota,17,2009-02-28
Mississippi,0,2009-02-28
Missouri,8,2009-02-28
Montana,0,2009-02-28
Nebraska,0,2009-02-28
Nevada,0,2009-02-28
New Hampshire,0,2009-02-28
New Jersey,14,2009-02-28
New Mexico,0,2009-02-28
New York,6,2009-02-28
North Carolina,6,2009-02-28
North Dakota,0,2009-02-28
Ohio,0,2009-02-28
Oklahoma,22,2009-02-28
Oregon,26,2009-02-28
Pennsylvania,4,2009-02-28
Rhode Island,40,2009-02-28
South Carolina,20,2009-02-28
South Dakota,0,2009-02-28
Tennessee,0,2009-02-28
Texas,9,2009-02-28
Utah,22,2009-02-28
Vermont,0,2009-02-28
Virginia,18,2009-02-28
Washington,100,2009-02-28
West Virginia,0,2009-02-28
Wisconsin,0,2009-02-28
Wyoming,0,2009-02-28
Alabama,0,2009-03-31
Alaska,0,2009-03-31
Arizona,4,2009-03-31
Arkansas,0,2009-03-31
California,48,2009-03-31
Colorado,0,2009-03-31
Connecticut,0,2009-03-31
Delaware,0,2009-03-31
District of Columbia,37,2009-03-31
Florida,2,2009-03-31
Georgia,3,2009-03-31
Hawaii,0,2009-03-31
Idaho,0,2009-03-31
Illinois,16,2009-03-31
Indiana,0,2009-03-31
Iowa,0,2009-03-31
Kansas,0,2009-03-31
Kentucky,0,2009-03-31
Louisiana,0,2009-03-31
Maine,0,2009-03-31
Maryland,27,2009-03-31
Massachusetts,9,2009-03-31
Michigan,0,2009-03-31
Minnesota,5,2009-03-31
Mississippi,0,2009-03-31
Missouri,4,2009-03-31
Montana,0,2009-03-31
Nebraska,0,2009-03-31
Nevada,25,2009-03-31
New Hampshire,0,2009-03-31
New Jersey,10,2009-03-31
New Mexico,0,2009-03-31
New York,0,2009-03-31
North Carolina,0,2009-03-31
North Dakota,0,2009-03-31
Ohio,3,2009-03-31
Oklahoma,0,2009-03-31
Oregon,0,2009-03-31
Pennsylvania,9,2009-03-31
Rhode Island,0,2009-03-31
South Carolina,0,2009-03-31
South Dakota,0,2009-03-31
Tennessee,0,2009-03-31
Texas,3,2009-03-31
Utah,24,2009-03-31
Vermont,0,2009-03-31
Virginia,9,2009-03-31
Washington,100,2009-03-31
West Virginia,0,2009-03-31
Wisconsin,11,2009-03-31
Wyoming,0,2009-03-31
Alabama,0,2009-04-30
Alaska,0,2009-04-30
Arizona,0,2009-04-30
Arkansas,22,2009-04-30
California,55,2009-04-30
Colorado,10,2009-04-30
Connecticut,8,2009-04-30
Delaware,0,2009-04-30
District of Columbia,37,2009-04-30
Florida,4,2009-04-30
Georgia,6,2009-04-30
Hawaii,0,2009-04-30
Idaho,0,2009-04-30
Illinois,34,2009-04-30
Indiana,0,2009-04-30
Iowa,0,2009-04-30
Kansas,0,2009-04-30
Kentucky,0,2009-04-30
Louisiana,0,2009-04-30
Maine,0,2009-04-30
Maryland,31,2009-04-30
Massachusetts,14,2009-04-30
Michigan,5,2009-04-30
Minnesota,0,2009-04-30
Mississippi,0,2009-04-30
Missouri,15,2009-04-30
Montana,0,2009-04-30
Nebraska,0,2009-04-30
Nevada,14,2009-04-30
New Hampshire,0,2009-04-30
New Jersey,3,2009-04-30
New Mexico,0,2009-04-30
New York,3,2009-04-30
North Carolina,0,2009-04-30
North Dakota,0,2009-04-30
Ohio,0,2009-04-30
Oklahoma,0,2009-04-30
Oregon,0,2009-04-30
Pennsylvania,3,2009-04-30
Rhode Island,27,2009-04-30
South Carolina,13,2009-04-30
South Dakota,0,2009-04-30
Tennessee,0,2009-04-30
Texas,3,2009-04-30
Utah,0,2009-04-30
Vermont,0,2009-04-30
Virginia,16,2009-04-30
Washington,100,2009-04-30
West Virginia,0,2009-04-30
Wisconsin,7,2009-04-30
Wyoming,0,2009-04-30
Alabama,0,2009-05-31
Alaska,0,2009-05-31
Arizona,8,2009-05-31
Arkansas,0,2009-05-31
California,74,2009-05-31
Colorado,0,2009-05-31
Connecticut,0,2009-05-31
Delaware,0,2009-05-31
District of Columbia,65,2009-05-31
Florida,3,2009-05-31
Georgia,5,2009-05-31
Hawaii,39,2009-05-31
Idaho,0,2009-05-31
Illinois,44,2009-05-31
Indiana,0,2009-05-31
Iowa,0,2009-05-31
Kansas,0,2009-05-31
Kentucky,0,2009-05-31
Louisiana,18,2009-05-31
Maine,0,2009-05-31
Maryland,79,2009-05-31
Massachusetts,46,2009-05-31
Michigan,0,2009-05-31
Minnesota,18,2009-05-31
Mississippi,0,2009-05-31
Missouri,8,2009-05-31
Montana,0,2009-05-31
Nebraska,0,2009-05-31
Nevada,0,2009-05-31
New Hampshire,40,2009-05-31
New Jersey,13,2009-05-31
New Mexico,0,2009-05-31
New York,2,2009-05-31
North Carolina,0,2009-05-31
North Dakota,0,2009-05-31
Ohio,0,2009-05-31
Oklahoma,22,2009-05-31
Oregon,0,2009-05-31
Pennsylvania,0,2009-05-31
Rhode Island,43,2009-05-31
South Carolina,0,2009-05-31
South Dakota,0,2009-05-31
Tennessee,0,2009-05-31
Texas,8,2009-05-31
Utah,0,2009-05-31
Vermont,0,2009-05-31
Virginia,10,2009-05-31
Washington,100,2009-05-31
West Virginia,0,2009-05-31
Wisconsin,11,2009-05-31
Wyoming,0,2009-05-31
Alabama,0,2009-06-30
Alaska,0,2009-06-30
Arizona,9,2009-06-30
Arkansas,0,2009-06-30
California,100,2009-06-30
Colorado,18,2009-06-30
Connecticut,0,2009-06-30
Delaware,0,2009-06-30
District of Columbia,60,2009-06-30
Florida,7,2009-06-30
Georgia,10,2009-06-30
Hawaii,41,2009-06-30
Idaho,0,2009-06-30
Illinois,38,2009-06-30
Indiana,0,2009-06-30
Iowa,0,2009-06-30
Kansas,25,2009-06-30
Kentucky,0,2009-06-30
Louisiana,0,2009-06-30
Maine,0,2009-06-30
Maryland,43,2009-06-30
Massachusetts,35,2009-06-30
Michigan,0,2009-06-30
Minnesota,0,2009-06-30
Mississippi,0,2009-06-30
Missouri,17,2009-06-30
Montana,96,2009-06-30
Nebraska,40,2009-06-30
Nevada,0,2009-06-30
New Hampshire,44,2009-06-30
New Jersey,5,2009-06-30
New Mexico,0,2009-06-30
New York,2,2009-06-30
North Carolina,7,2009-06-30
North Dakota,0,2009-06-30
Ohio,0,2009-06-30
Oklahoma,0,2009-06-30
Oregon,14,2009-06-30
Pennsylvania,0,2009-06-30
Rhode Island,0,2009-06-30
South Carolina,0,2009-06-30
South Dakota,0,2009-06-30
Tennessee,14,2009-06-30
Texas,16,2009-06-30
Utah,25,2009-06-30
Vermont,0,2009-06-30
Virginia,17,2009-06-30
Washington,77,2009-06-30
West Virginia,0,2009-06-30
Wisconsin,0,2009-06-30
Wyoming,0,2009-06-30
Alabama,0,2009-07-31
Alaska,0,2009-07-31
Arizona,17,2009-07-31
Arkansas,0,2009-07-31
California,86,2009-07-31
Colorado,0,2009-07-31
Connecticut,41,2009-07-31
Delaware,0,2009-07-31
District of Columbia,91,2009-07-31
Florida,3,2009-07-31
Georgia,0,2009-07-31
Hawaii,0,2009-07-31
Idaho,0,2009-07-31
Illinois,42,2009-07-31
Indiana,0,2009-07-31
Iowa,0,2009-07-31
Kansas,0,2009-07-31
Kentucky,0,2009-07-31
Louisiana,0,2009-07-31
Maine,0,2009-07-31
Maryland,75,2009-07-31
Massachusetts,50,2009-07-31
Michigan,0,2009-07-31
Minnesota,9,2009-07-31
Mississippi,0,2009-07-31
Missouri,16,2009-07-31
Montana,0,2009-07-31
Nebraska,0,2009-07-31
Nevada,0,2009-07-31
New Hampshire,0,2009-07-31
New Jersey,5,2009-07-31
New Mexico,0,2009-07-31
New York,19,2009-07-31
North Carolina,6,2009-07-31
North Dakota,0,2009-07-31
Ohio,0,2009-07-31
Oklahoma,22,2009-07-31
Oregon,14,2009-07-31
Pennsylvania,0,2009-07-31
Rhode Island,0,2009-07-31
South Carolina,21,2009-07-31
South Dakota,0,2009-07-31
Tennessee,0,2009-07-31
Texas,7,2009-07-31
Utah,0,2009-07-31
Vermont,0,2009-07-31
Virginia,21,2009-07-31
Washington,100,2009-07-31
West Virginia,0,2009-07-31
Wisconsin,11,2009-07-31
Wyoming,0,2009-07-31
Alabama,0,2009-08-31
Alaska,0,2009-08-31
Arizona,10,2009-08-31
Arkansas,0,2009-08-31
California,98,2009-08-31
Colorado,41,2009-08-31
Connecticut,0,2009-08-31
Delaware,0,2009-08-31
District of Columbia,66,2009-08-31
Florida,11,2009-08-31
Georgia,6,2009-08-31
Hawaii,45,2009-08-31
Idaho,0,2009-08-31
Illinois,50,2009-08-31
Indiana,14,2009-08-31
Iowa,0,2009-08-31
Kansas,0,2009-08-31
Kentucky,0,2009-08-31
Louisiana,0,2009-08-31
Maine,0,2009-08-31
Maryland,73,2009-08-31
Massachusetts,100,2009-08-31
Michigan,0,2009-08-31
Minnesota,11,2009-08-31
Mississippi,0,2009-08-31
Missouri,9,2009-08-31
Montana,0,2009-08-31
Nebraska,0,2009-08-31
Nevada,0,2009-08-31
New Hampshire,0,2009-08-31
New Jersey,5,2009-08-31
New Mexico,0,2009-08-31
New York,14,2009-08-31
North Carolina,7,2009-08-31
North Dakota,0,2009-08-31
Ohio,7,2009-08-31
Oklahoma,0,2009-08-31
Oregon,0,2009-08-31
Pennsylvania,5,2009-08-31
Rhode Island,0,2009-08-31
South Carolina,0,2009-08-31
South Dakota,0,2009-08-31
Tennessee,0,2009-08-31
Texas,18,2009-08-31
Utah,0,2009-08-31
Vermont,0,2009-08-31
Virginia,25,2009-08-31
Washington,88,2009-08-31
West Virginia,0,2009-08-31
Wisconsin,0,2009-08-31
Wyoming,0,2009-08-31
Alabama,0,2009-09-30
Alaska,0,2009-09-30
Arizona,0,2009-09-30
Arkansas,0,2009-09-30
California,89,2009-09-30
Colorado,34,2009-09-30
Connecticut,0,2009-09-30
Delaware,0,2009-09-30
District of Columbia,100,2009-09-30
Florida,0,2009-09-30
Georgia,5,2009-09-30
Hawaii,0,2009-09-30
Idaho,0,2009-09-30
Illinois,54,2009-09-30
Indiana,0,2009-09-30
Iowa,0,2009-09-30
Kansas,21,2009-09-30
Kentucky,0,2009-09-30
Louisiana,0,2009-09-30
Maine,0,2009-09-30
Maryland,50,2009-09-30
Massachusetts,40,2009-09-30
Michigan,0,2009-09-30
Minnesota,0,2009-09-30
Mississippi,0,2009-09-30
Missouri,0,2009-09-30
Montana,0,2009-09-30
Nebraska,0,2009-09-30
Nevada,0,2009-09-30
New Hampshire,0,2009-09-30
New Jersey,4,2009-09-30
New Mexico,0,2009-09-30
New York,4,2009-09-30
North Carolina,0,2009-09-30
North Dakota,0,2009-09-30
Ohio,5,2009-09-30
Oklahoma,0,2009-09-30
Oregon,13,2009-09-30
Pennsylvania,8,2009-09-30
Rhode Island,0,2009-09-30
South Carolina,0,2009-09-30
South Dakota,0,2009-09-30
Tennessee,0,2009-09-30
Texas,10,2009-09-30
Utah,22,2009-09-30
Vermont,0,2009-09-30
Virginia,22,2009-09-30
Washington,75,2009-09-30
West Virginia,0,2009-09-30
Wisconsin,0,2009-09-30
Wyoming,0,2009-09-30
Alabama,0,2009-10-31
Alaska,0,2009-10-31
Arizona,10,2009-10-31
Arkansas,0,2009-10-31
California,81,2009-10-31
Colorado,0,2009-10-31
Connecticut,0,2009-10-31
Delaware,0,2009-10-31
District of Columbia,58,2009-10-31
Florida,0,2009-10-31
Georgia,6,2009-10-31
Hawaii,0,2009-10-31
Idaho,0,2009-10-31
Illinois,27,2009-10-31
Indiana,0,2009-10-31
Iowa,0,2009-10-31
Kansas,26,2009-10-31
Kentucky,0,2009-10-31
Louisiana,0,2009-10-31
Maine,0,2009-10-31
Maryland,76,2009-10-31
Massachusetts,40,2009-10-31
Michigan,9,2009-10-31
Minnesota,11,2009-10-31
Mississippi,0,2009-10-31
Missouri,0,2009-10-31
Montana,0,2009-10-31
Nebraska,0,2009-10-31
Nevada,0,2009-10-31
New Hampshire,0,2009-10-31
New Jersey,11,2009-10-31
New Mexico,0,2009-10-31
New York,19,2009-10-31
North Carolina,0,2009-10-31
North Dakota,0,2009-10-31
Ohio,0,2009-10-31
Oklahoma,0,2009-10-31
Oregon,16,2009-10-31
Pennsylvania,11,2009-10-31
Rhode Island,0,2009-10-31
South Carolina,0,2009-10-31
South Dakota,0,2009-10-31
Tennessee,0,2009-10-31
Texas,16,2009-10-31
Utah,0,2009-10-31
Vermont,0,2009-10-31
Virginia,9,2009-10-31
Washington,100,2009-10-31
West Virginia,0,2009-10-31
Wisconsin,0,2009-10-31
Wyoming,0,2009-10-31
Alabama,0,2009-11-30
Alaska,0,2009-11-30
Arizona,11,2009-11-30
Arkansas,0,2009-11-30
California,86,2009-11-30
Colorado,11,2009-11-30
Connecticut,0,2009-11-30
Delaware,0,2009-11-30
District of Columbia,10,2009-11-30
Florida,4,2009-11-30
Georgia,0,2009-11-30
Hawaii,47,2009-11-30
Idaho,0,2009-11-30
Illinois,28,2009-11-30
Indiana,0,2009-11-30
Iowa,0,2009-11-30
Kansas,0,2009-11-30
Kentucky,0,2009-11-30
Louisiana,0,2009-11-30
Maine,0,2009-11-30
Maryland,100,2009-11-30
Massachusetts,6,2009-11-30
Michigan,0,2009-11-30
Minnesota,11,2009-11-30
Mississippi,0,2009-11-30
Missouri,9,2009-11-30
Montana,0,2009-11-30
Nebraska,0,2009-11-30
Nevada,0,2009-11-30
New Hampshire,0,2009-11-30
New Jersey,16,2009-11-30
New Mexico,0,2009-11-30
New York,19,2009-11-30
North Carolina,0,2009-11-30
North Dakota,0,2009-11-30
Ohio,13,2009-11-30
Oklahoma,0,2009-11-30
Oregon,16,2009-11-30
Pennsylvania,5,2009-11-30
Rhode Island,0,2009-11-30
South Carolina,0,2009-11-30
South Dakota,0,2009-11-30
Tennessee,0,2009-11-30
Texas,32,2009-11-30
Utah,31,2009-11-30
Vermont,0,2009-11-30
Virginia,11,2009-11-30
Washington,87,2009-11-30
West Virginia,0,2009-11-30
Wisconsin,0,2009-11-30
Wyoming,0,2009-11-30
Alabama,0,2009-12-31
Alaska,0,2009-12-31
Arizona,15,2009-12-31
Arkansas,0,2009-12-31
California,69,2009-12-31
Colorado,0,2009-12-31
Connecticut,0,2009-12-31
Delaware,0,2009-12-31
District of Columbia,69,2009-12-31
Florida,0,2009-12-31
Georgia,17,2009-12-31
Hawaii,0,2009-12-31
Idaho,48,2009-12-31
Illinois,58,2009-12-31
Indiana,0,2009-12-31
Iowa,0,2009-12-31
Kansas,19,2009-12-31
Kentucky,0,2009-12-31
Louisiana,0,2009-12-31
Maine,0,2009-12-31
Maryland,100,2009-12-31
Massachusetts,34,2009-12-31
Michigan,0,2009-12-31
Minnesota,0,2009-12-31
Mississippi,0,2009-12-31
Missouri,0,2009-12-31
Montana,0,2009-12-31
Nebraska,0,2009-12-31
Nevada,0,2009-12-31
New Hampshire,35,2009-12-31
New Jersey,15,2009-12-31
New Mexico,0,2009-12-31
New York,14,2009-12-31
North Carolina,0,2009-12-31
North Dakota,0,2009-12-31
Ohio,0,2009-12-31
Oklahoma,0,2009-12-31
Oregon,11,2009-12-31
Pennsylvania,0,2009-12-31
Rhode Island,0,2009-12-31
South Carolina,0,2009-12-31
South Dakota,0,2009-12-31
Tennessee,0,2009-12-31
Texas,10,2009-12-31
Utah,0,2009-12-31
Vermont,0,2009-12-31
Virginia,4,2009-12-31
Washington,100,2009-12-31
West Virginia,0,2009-12-31
Wisconsin,0,2009-12-31
Wyoming,0,2009-12-31
Alabama,13,2010-01-31
Alaska,0,2010-01-31
Arizona,0,2010-01-31
Arkansas,0,2010-01-31
California,50,2010-01-31
Colorado,0,2010-01-31
Connecticut,9,2010-01-31
Delaware,0,2010-01-31
District of Columbia,53,2010-01-31
Florida,6,2010-01-31
Georgia,10,2010-01-31
Hawaii,0,2010-01-31
Idaho,0,2010-01-31
Illinois,14,2010-01-31
Indiana,0,2010-01-31
Iowa,0,2010-01-31
Kansas,0,2010-01-31
Kentucky,0,2010-01-31
Louisiana,12,2010-01-31
Maine,0,2010-01-31
Maryland,41,2010-01-31
Massachusetts,26,2010-01-31
Michigan,0,2010-01-31
Minnesota,0,2010-01-31
Mississippi,0,2010-01-31
Missouri,10,2010-01-31
Montana,0,2010-01-31
Nebraska,0,2010-01-31
Nevada,0,2010-01-31
New Hampshire,0,2010-01-31
New Jersey,5,2010-01-31
New Mexico,0,2010-01-31
New York,8,2010-01-31
North Carolina,0,2010-01-31
North Dakota,0,2010-01-31
Ohio,7,2010-01-31
Oklahoma,14,2010-01-31
Oregon,9,2010-01-31
Pennsylvania,6,2010-01-31
Rhode Island,0,2010-01-31
South Carolina,0,2010-01-31
South Dakota,0,2010-01-31
Tennessee,0,2010-01-31
Texas,9,2010-01-31
Utah,0,2010-01-31
Vermont,29,2010-01-31
Virginia,6,2010-01-31
Washington,100,2010-01-31
West Virginia,55,2010-01-31
Wisconsin,0,2010-01-31
Wyoming,0,2010-01-31
Alabama,12,2010-02-28
Alaska,0,2010-02-28
Arizona,10,2010-02-28
Arkansas,0,2010-02-28
California,60,2010-02-28
Colorado,5,2010-02-28
Connecticut,8,2010-02-28
Delaware,0,2010-02-28
District of Columbia,42,2010-02-28
Florida,5,2010-02-28
Georgia,0,2010-02-28
Hawaii,23,2010-02-28
Idaho,0,2010-02-28
Illinois,34,2010-02-28
Indiana,9,2010-02-28
Iowa,0,2010-02-28
Kansas,0,2010-02-28
Kentucky,0,2010-02-28
Louisiana,0,2010-02-28
Maine,0,2010-02-28
Maryland,30,2010-02-28
Massachusetts,25,2010-02-28
Michigan,0,2010-02-28
Minnesota,0,2010-02-28
Mississippi,23,2010-02-28
Missouri,13,2010-02-28
Montana,0,2010-02-28
Nebraska,0,2010-02-28
Nevada,0,2010-02-28
New Hampshire,24,2010-02-28
New Jersey,2,2010-02-28
New Mexico,0,2010-02-28
New York,14,2010-02-28
North Carolina,0,2010-02-28
North Dakota,0,2010-02-28
Ohio,9,2010-02-28
Oklahoma,0,2010-02-28
Oregon,16,2010-02-28
Pennsylvania,0,2010-02-28
Rhode Island,0,2010-02-28
South Carolina,12,2010-02-28
South Dakota,0,2010-02-28
Tennessee,0,2010-02-28
Texas,4,2010-02-28
Utah,0,2010-02-28
Vermont,0,2010-02-28
Virginia,9,2010-02-28
Washington,100,2010-02-28
West Virginia,0,2010-02-28
Wisconsin,0,2010-02-28
Wyoming,0,2010-02-28
Alabama,0,2010-03-31
Alaska,0,2010-03-31
Arizona,6,2010-03-31
Arkansas,0,2010-03-31
California,74,2010-03-31
Colorado,0,2010-03-31
Connecticut,28,2010-03-31
Delaware,0,2010-03-31
District of Columbia,68,2010-03-31
Florida,4,2010-03-31
Georgia,11,2010-03-31
Hawaii,0,2010-03-31
Idaho,40,2010-03-31
Illinois,22,2010-03-31
Indiana,0,2010-03-31
Iowa,0,2010-03-31
Kansas,15,2010-03-31
Kentucky,0,2010-03-31
Louisiana,0,2010-03-31
Maine,29,2010-03-31
Maryland,80,2010-03-31
Massachusetts,61,2010-03-31
Michigan,5,2010-03-31
Minnesota,0,2010-03-31
Mississippi,0,2010-03-31
Missouri,5,2010-03-31
Montana,0,2010-03-31
Nebraska,0,2010-03-31
Nevada,0,2010-03-31
New Hampshire,0,2010-03-31
New Jersey,18,2010-03-31
New Mexico,0,2010-03-31
New York,10,2010-03-31
North Carolina,9,2010-03-31
North Dakota,0,2010-03-31
Ohio,7,2010-03-31
Oklahoma,0,2010-03-31
Oregon,0,2010-03-31
Pennsylvania,6,2010-03-31
Rhode Island,30,2010-03-31
South Carolina,0,2010-03-31
South Dakota,0,2010-03-31
Tennessee,27,2010-03-31
Texas,15,2010-03-31
Utah,0,2010-03-31
Vermont,0,2010-03-31
Virginia,12,2010-03-31
Washington,100,2010-03-31
West Virginia,0,2010-03-31
Wisconsin,0,2010-03-31
Wyoming,0,2010-03-31
Alabama,0,2010-04-30
Alaska,0,2010-04-30
Arizona,6,2010-04-30
Arkansas,0,2010-04-30
California,63,2010-04-30
Colorado,0,2010-04-30
Connecticut,18,2010-04-30
Delaware,70,2010-04-30
District of Columbia,50,2010-04-30
Florida,2,2010-04-30
Georgia,10,2010-04-30
Hawaii,0,2010-04-30
Idaho,0,2010-04-30
Illinois,34,2010-04-30
Indiana,0,2010-04-30
Iowa,0,2010-04-30
Kansas,0,2010-04-30
Kentucky,0,2010-04-30
Louisiana,0,2010-04-30
Maine,0,2010-04-30
Maryland,71,2010-04-30
Massachusetts,17,2010-04-30
Michigan,0,2010-04-30
Minnesota,6,2010-04-30
Mississippi,0,2010-04-30
Missouri,10,2010-04-30
Montana,0,2010-04-30
Nebraska,26,2010-04-30
Nevada,16,2010-04-30
New Hampshire,0,2010-04-30
New Jersey,9,2010-04-30
New Mexico,0,2010-04-30
New York,3,2010-04-30
North Carolina,0,2010-04-30
North Dakota,0,2010-04-30
Ohio,7,2010-04-30
Oklahoma,0,2010-04-30
Oregon,9,2010-04-30
Pennsylvania,0,2010-04-30
Rhode Island,0,2010-04-30
South Carolina,0,2010-04-30
South Dakota,0,2010-04-30
Tennessee,18,2010-04-30
Texas,5,2010-04-30
Utah,0,2010-04-30
Vermont,0,2010-04-30
Virginia,9,2010-04-30
Washington,100,2010-04-30
West Virginia,0,2010-04-30
Wisconsin,8,2010-04-30
Wyoming,0,2010-04-30
Alabama,0,2010-05-31
Alaska,48,2010-05-31
Arizona,0,2010-05-31
Arkansas,0,2010-05-31
California,59,2010-05-31
Colorado,7,2010-05-31
Connecticut,0,2010-05-31
Delaware,0,2010-05-31
District of Columbia,62,2010-05-31
Florida,7,2010-05-31
Georgia,4,2010-05-31
Hawaii,0,2010-05-31
Idaho,0,2010-05-31
Illinois,43,2010-05-31
Indiana,0,2010-05-31
Iowa,0,2010-05-31
Kansas,0,2010-05-31
Kentucky,0,2010-05-31
Louisiana,0,2010-05-31
Maine,0,2010-05-31
Maryland,100,2010-05-31
Massachusetts,29,2010-05-31
Michigan,0,2010-05-31
Minnesota,7,2010-05-31
Mississippi,0,2010-05-31
Missouri,23,2010-05-31
Montana,0,2010-05-31
Nebraska,0,2010-05-31
Nevada,0,2010-05-31
