RegionID,SizeRank,RegionName,StateName,CountyName,CBSACode,medianHousePrice,Total:,"Management, business, science, and arts occupations:","Management, business, and financial occupations:",Management occupations,Business and financial operations occupations,"Computer, engineering, and science occupations:",Computer and mathematical occupations,Architecture and engineering occupations,"Life, physical, and social science occupations","Education, legal, community service, arts, and media occupations:",Community and social service occupations,Legal occupations,"Educational instruction, and library occupations","Arts, design, entertainment, sports, and media occupations",Healthcare practitioners and technical occupations:,Health diagnosing and treating practitioners and other technical occupations,Health technologists and technicians,Service occupations:,Healthcare support occupations,Protective service occupations:,"Firefighting and prevention, and other protective service workers including supervisors",Law enforcement workers including supervisors,Food preparation and serving related occupations,Building and grounds cleaning and maintenance occupations,Personal care and service occupations,Sales and office occupations:,Sales and related occupations,Office and administrative support occupations,"Natural resources, construction, and maintenance occupations:","Farming, fishing, and forestry occupations",Construction and extraction occupations,"Installation, maintenance, and repair occupations","Production, transportation, and material moving occupations:",Production occupations,Transportation occupations,Material moving occupations
394913,1,"New York, NY",NY,Hudson,35620,445638.5,10.008275877557438,6.259583105080556,5.416385094073606,5.113641318691406,5.771248559255087,5.283332147768768,4.893845883528623,5.524284421524997,6.364173200234209,8.29141161367146,9.758649761310384,4.380988193195112,8.80290968710493,8.291874441798154,6.339096728307255,5.454972213381644,10.081178599705916,19.336913130261216,18.050083032929646,8.565359037441377,13.874606930477288,5.175223551271629,22.34560998846713,17.60581937420986,23.61373993217465,12.45322062316613,13.075479725368229,12.265729935043488,10.368749854580145,21.14435851205162,10.881705857934705,8.709150071332251,14.252678542872678,13.420016863914235,13.021988779147916,19.176319979345067
753899,2,"Los Angeles-Long Beach-Anaheim, CA",CA,Orange,31080,614921.5,17.053204470451206,9.71885223878238,8.738528329235885,8.266518343258904,9.924171266259966,7.638396849845971,7.519216189777452,7.314920774647887,10.241522600846075,12.224350436355685,13.923591613078525,6.715609505711727,15.1395105497698,11.956474820143885,9.36680680589194,7.526578947368421,14.762603831564796,29.782607642756815,22.763909969274053,16.00232909152419,21.794906783866164,7.267974281087853,33.348961440425185,29.354663929730762,36.33858290982153,19.466317388964512,20.01632433840044,19.159417354728152,18.950983111439843,30.68164354854805,19.597842368613954,15.123499754058042,22.80274038639819,22.5493766043271,19.535581535724496,27.800601293006014
394463,3,"Chicago, IL",IL,Grundy,16980,227415.0,5.540761134392359,3.5459903637752794,2.9859770748808447,2.804995374653099,3.2750327625685856,2.8375090459910663,2.783741768061302,2.812036304283312,3.9004373552868534,4.9373643074250975,5.408976310531823,2.5092684541542534,5.353712510005179,5.534019564899985,3.7532801901272466,3.3631819459027787,5.638574828919964,10.713478117491874,8.825138732585664,4.023904734942318,7.420465298397885,2.8661902601330915,13.436632200886264,9.704489203721089,13.731960630396715,6.809240074255944,6.324637761771005,7.033308591575431,5.007927594635661,10.332348932303498,4.992755054995719,4.906578351204988,7.121183654297792,6.767699312561378,5.973601260835303,9.31990492192943
394514,4,"Dallas-Fort Worth, TX",TX,Parker,19100,224413.0,5.628759186335248,3.6532688676173732,3.188635814660623,2.9975689574567554,3.5987267274972337,2.7834170542635657,2.7539392303161203,2.730483768920037,3.7387211781953886,4.71584676487276,5.3542576288979555,2.6589218009478675,4.709414085452867,5.398566239264837,3.66233109210784,3.0866240286087616,5.495200548508742,10.742604116802298,8.839333543406333,4.717432889785794,6.342216821162107,3.7387834663379036,13.842400690846286,10.014860764012852,12.916599516518936,6.984531590413943,6.972595929780954,6.989317304098667,6.3862549800796815,10.4816907986922,6.9574639590761125,5.377351256799176,7.193646621361713,7.228868702486793,5.620160280490859,8.574217705268788
394974,5,"Philadelphia, PA",PA,Chester,37980,227867.0,5.34334623050768,3.4591866166714738,3.032121994384639,2.808665105386417,3.4041501090561415,2.812408975340031,2.7068054120190537,2.8043098355813725,3.2866538777747327,4.815040993998816,5.490506481615344,2.8725748502994013,4.80488782051282,5.511755599632335,3.5608113387401747,3.02652410678709,5.603654337989377,10.71357374582726,8.427345685861164,4.814939249867934,7.533540516414851,3.288835967381107,15.775893104403213,9.095397756755679,13.206618755071288,6.621923222225451,6.847993989481592,6.5285792052259115,5.046888150609081,8.152665474060823,5.075554070609199,4.629184950430684,7.14966584041919,6.121014317565208,7.155952642653016,8.903837136605189
394692,6,"Houston, TX",TX,Harris,26420,202537.0,5.3095213128506265,3.2928562138258437,2.841228870028758,2.6642594054196262,3.211508578314781,2.448879162334051,2.4986367954206194,2.203596918791888,2.799057477300681,4.195918790138802,4.531738751034838,2.6355533000208204,4.166742100065833,5.437088937209739,3.317396360539204,2.6984425170203976,5.19445513067118,10.86630184022748,8.127814117741483,5.269598022635619,7.836299620831077,4.05033496650335,12.570568520357497,11.586122075396144,13.236847264884648,6.606118921034606,6.739327188633414,6.5383026116150695,5.832263080600109,8.070489321007331,6.348724217917372,4.924911854103343,5.928201375676863,5.476341120484534,5.586148881595278,8.035588176949018
395209,7,"Washington, DC",DC,Warren,47900,402764.0,7.74233482632014,5.00850576999602,4.428849473834684,4.0164742017192205,5.0827728070064735,4.215878997226148,4.058157343221022,4.36458604247941,4.9545342715150325,7.008735600180977,7.920473540343356,3.2914967515220854,8.305097327614648,7.146781176804599,6.5307432870670645,5.488593933117113,9.524309496783957,16.70041879172368,13.94467333725721,6.688209897044171,8.796662735333944,4.764633511569583,22.019791154119513,18.34414283111678,19.520379973828334,10.974794953540968,12.887623192115704,9.989682027878366,10.19242838343962,17.66663742433547,10.890517264689182,8.397564738751512,12.554204850071692,10.37623660346249,11.325366251441105,18.62234140928426
394856,8,"Miami-Fort Lauderdale, FL",FL,Broward,33100,273540.0,8.628477698567913,5.374911577458147,4.550732835349116,4.436263379824846,5.135454801464376,4.280483224837256,4.115054232545544,4.330631372300678,5.224017417210955,6.801939574785528,7.229813664596273,4.46537595089621,7.568270481144343,8.458779145278001,5.386236093334646,4.506425041186161,8.263549030270074,12.914404419054813,11.519898926089702,7.787172260654198,10.657679420244682,4.080007159477359,13.625902864259029,14.061584331465584,14.105089465270973,9.292071472246755,8.996546620621608,9.597221247631746,9.008991206402529,15.679238793992893,9.493301867147915,7.60276828149754,10.381418649664123,10.012445095168374,9.671534137114168,13.097438352884845
394347,9,"Atlanta, GA",GA,Fulton,12060,204815.0,5.300595238095238,3.3702752957825277,2.844099758380315,2.64646216663221,3.292528051956403,2.6791063323261257,2.5488768589384607,2.877504285031892,3.202035519979989,4.856197837632777,4.880382205065885,2.6812808462172883,4.972565490786375,5.516456582633054,3.9178797559156036,3.054023022784206,5.4874879434144255,10.425808093662509,8.062313021571406,5.1040420653907494,6.572377498957096,4.4316903236974206,13.21046181630547,9.78010696208576,12.422817977800692,6.381921291247313,6.121189479976091,6.478822003606111,5.8310320284697505,10.625940337224383,6.463487755617268,4.838530592960075,6.726935330246001,6.615044247787611,5.715501604576532,8.764388720099276
394404,10,"Boston, MA",MA,Norfolk,14460,452828.5,9.080906830305217,6.331848817047933,5.5297842201028224,5.009829844669646,6.2696919349255795,5.270043642711667,4.923065633119884,5.283694853155666,6.466115006211535,9.180134611875848,10.672114727439844,4.98424360498393,10.385022016328778,9.006135640413683,6.521805193495888,5.844682938162293,9.03795181925234,20.21826583917489,15.00226941425921,6.877397749191258,9.595653832298531,5.355178041367566,27.01518315236845,17.523644595797375,26.867716862465883,12.270444938218079,12.223741395599946,12.294431472632494,9.315925362080316,19.917681988124038,9.787712093375122,8.662429459588713,13.552464609583096,12.190176864888148,12.84546976058096,20.83311096797939
395057,11,"San Francisco, CA",CA,Alameda,41860,973760.5,18.39401008708136,11.178643997749946,9.792935083220193,9.518396332463368,11.833853875507376,9.370830686914179,8.360540392028916,9.649983152971023,12.05,17.273219924078475,19.41773350881391,7.974583974841943,21.30953475140056,17.18330127582982,11.923987313871473,9.706350551225055,19.943482980379304,38.415673820419755,27.18710388921462,23.76242709680568,30.194124031007753,10.814994779981786,44.87375576036867,33.88053651577885,47.226368883069014,23.543532398452612,22.734946650790317,23.97893324139969,20.87554131115208,46.40269239933286,21.249547190398253,19.05821622891142,27.72350814258057,25.017611694884774,27.30526891368964,42.81018640640112
394532,12,"Detroit, MI",MI,Lapeer,19820,156413.5,3.945551547561991,2.503096594546153,2.214296837396302,2.0038882839023766,2.5873999205981604,1.922770074248906,2.046225798011512,1.7660471733264083,2.744240924960963,3.535167815572381,3.8154287108183924,2.1698480959977804,3.7774651628951625,3.729903421962561,2.8006499668749663,2.3979870299109263,4.253834647810716,8.618773418558519,6.9989931984965095,3.672195614405785,5.399154297549189,2.3777553130035574,12.887328005273131,7.354751492923309,10.137630436191587,5.031152497667986,5.1105502189113245,4.990699084266615,3.7488555473000504,10.70079359649723,3.8580607764787134,3.38601333506516,4.451152532726238,3.8960196278675867,4.960154119363227,6.054091190586778
395025,13,"Riverside, CA",CA,Riverside,40140,339865.5,10.31677442855842,6.000662099650412,5.5415864992662645,5.411267852309456,6.249940234281616,4.696155918807257,4.718715723707046,4.47203215874102,5.4597744542081,7.5401672804721125,6.679615180519251,5.044460771217383,7.545859236234458,12.439261401068736,5.621328150843533,4.2306557621928444,9.174643666990606,15.959873209673633,13.889068246832856,5.44699895824986,9.625191163976211,4.120530788908961,18.861507297852267,15.28722112270601,20.839137899319393,11.436736548103779,12.766339869281046,11.041405412429746,8.32391623806025,18.681113615126698,8.368391894221062,7.541003794182254,11.78125,11.16949848823452,9.259631102877071,14.608446163765313
